0.00,30.83,27.74
1.00,27.90,26.78
2.00,27.60,26.75
3.00,30.42,28.26
4.00,29.16,27.76
5.00,28.59,26.72
6.00,29.02,28.16
7.00,41.13,30.09
8.00,25.58,26.26
